c1,c2,stim,nparses,bgJonesMewhort,bgSUBTLEX,bgFacebook,label
fetter,bush,fetterbush,1,9.63,-0.346074991,-0.378024861,0
sod,buster,sodbuster,1,7.33,-0.364368351,-0.395126906,0
block,buster,blockbuster,1,6.78,-0.376818783,-0.400374046,0
bronco,buster,broncobuster,1,10.6,-0.162251449,-0.232585909,0
block,busters,blockbusters,1,6.78,-0.376818783,-0.400374046,0
bronco,busters,broncobusters,1,10.6,-0.162251449,-0.232585909,0
scuttle,butt,scuttlebutt,1,10.2,-0.311252275,-0.34153833,0
flap,cake,flapcake,1,5.74,-0.376672224,-0.397343159,0
hoe,cake,hoecake,1,12.4,0.199469717,0.227640348,0
johnny,cake,johnnycake,1,8.48,-0.364002837,-0.394879905,0
short,cake,shortcake,1,9.81,-0.24436144,-0.178650708,0
ash,cake,ashcake,1,6.35,-0.377774064,-0.401183756,0
johnny,cakes,johnnycakes,1,8.48,-0.364002837,-0.394879905,0
hoe,cakes,hoecakes,1,12.4,0.199469717,0.227640348,0
foot,candle,footcandle,1,9.81,-0.24436144,-0.178650708,0
can,cans,cancans,1,12.2,0.04158178,-0.001319422,0
sky,cap,skycap,1,8.48,-0.364002837,-0.394879905,0
mad,cap,madcap,1,7.73,-0.374533879,-0.396349544,0
fools,cap,foolscap,1,11.1,-0.172157409,-0.206704163,0
mob,cap,mobcap,1,6.57,-0.377442099,-0.401101194,0
waxy,cap,waxycap,1,8.48,-0.364002837,-0.394879905,0
lands,caper,landscaper,1,11.1,-0.172157409,-0.206704163,0
lands,capes,landscapes,1,11.1,-0.172157409,-0.206704163,0
mad,caps,madcaps,1,7.73,-0.374533879,-0.396349544,0
sky,caps,skycaps,1,8.48,-0.364002837,-0.394879905,0
flat,cars,flatcars,1,9.81,-0.24436144,-0.178650708,0
crank,case,crankcase,1,4.55,-0.378224335,-0.401384838,0
brief,case,briefcase,1,4.78,-0.377486244,-0.401430528,0
lower,case,lowercase,1,11.2,-0.280552627,-0.301024893,0
nut,case,nutcase,1,9.81,-0.24436144,-0.178650708,0
crank,cases,crankcases,1,4.55,-0.378224335,-0.401384838,0
brief,cases,briefcases,1,4.78,-0.377486244,-0.401430528,0
nut,cases,nutcases,1,9.81,-0.24436144,-0.178650708,0
broad,cast,broadcast,1,7.73,-0.374533879,-0.396349544,0
worm,cast,wormcast,1,5.82,-0.376589233,-0.401295634,0
broad,caster,broadcaster,1,7.73,-0.374533879,-0.396349544,0
broad,casters,broadcasters,1,7.73,-0.374533879,-0.396349544,0
hell,cat,hellcat,1,8.44,-0.35349475,-0.38751419,0
tom,cat,tomcat,1,5.82,-0.376589233,-0.401295634,0
bob,cat,bobcat,1,6.57,-0.377442099,-0.401101194,0
pole,cat,polecat,1,12.4,0.199469717,0.227640348,0
mud,cat,mudcat,1,7.73,-0.374533879,-0.396349544,0
copy,cat,copycat,1,8.48,-0.364002837,-0.394879905,0
summer,caters,summercaters,1,11.2,-0.280552627,-0.301024893,0
pole,cats,polecats,1,12.4,0.199469717,0.227640348,0
tom,cats,tomcats,1,5.82,-0.376589233,-0.401295634,0
hell,cats,hellcats,1,8.44,-0.35349475,-0.38751419,0
bob,cats,bobcats,1,6.57,-0.377442099,-0.401101194,0
plain,chant,plainchant,1,12.2,0.04158178,-0.001319422,0
steeple,chase,steeplechase,1,12.4,0.199469717,0.227640348,0
steeple,chaser,steeplechaser,1,12.4,0.199469717,0.227640348,0
chit,chat,chitchat,1,9.81,-0.24436144,-0.178650708,0
stone,chat,stonechat,1,12.4,0.199469717,0.227640348,0
back,chat,backchat,1,4.55,-0.378224335,-0.401384838,0
whin,chat,whinchat,1,12.2,0.04158178,-0.001319422,0
chit,chats,chitchats,1,9.81,-0.24436144,-0.178650708,0
wind,cheater,windcheater,1,7.73,-0.374533879,-0.396349544,0
wind,cheaters,windcheaters,1,7.73,-0.374533879,-0.396349544,0
head,cheese,headcheese,1,7.73,-0.374533879,-0.396349544,0
choke,cherries,chokecherries,1,12.4,0.199469717,0.227640348,0
choke,cherry,chokecherry,1,12.4,0.199469717,0.227640348,0
pea,chick,peachick,1,12.2,0.431433401,0.486172681,0
necker,chief,neckerchief,1,11.2,-0.280552627,-0.301024893,0
necker,chiefs,neckerchiefs,1,11.2,-0.280552627,-0.301024893,0
god,child,godchild,1,7.73,-0.374533879,-0.396349544,0
step,child,stepchild,1,5.74,-0.376672224,-0.397343159,0
grand,child,grandchild,1,7.73,-0.374533879,-0.396349544,0
god,children,godchildren,1,7.73,-0.374533879,-0.396349544,0
radio,chlorine,radiochlorine,1,11.2,-0.184809139,-0.21938332,0
sun,choke,sunchoke,1,12.2,0.04158178,-0.001319422,0
hog,choker,hogchoker,1,3.58,-0.378406209,-0.401474043,0
rock,chuck,rockchuck,1,4.55,-0.378224335,-0.401384838,0
wood,chucks,woodchucks,1,7.73,-0.374533879,-0.396349544,0
quit,claim,quitclaim,1,9.81,-0.24436144,-0.178650708,0
pipe,clay,pipeclay,1,12.4,0.199469717,0.227640348,0
broad,cloth,broadcloth,1,7.73,-0.374533879,-0.396349544,0
terry,cloth,terrycloth,1,8.48,-0.364002837,-0.394879905,0
cheese,cloth,cheesecloth,1,12.4,0.199469717,0.227640348,0
cere,cloth,cerecloth,1,12.4,0.199469717,0.227640348,0
breech,cloth,breechcloth,1,6.35,-0.377774064,-0.401183756,0
breech,clout,breechclout,1,6.35,-0.377774064,-0.401183756,0
stage,coach,stagecoach,1,12.4,0.199469717,0.227640348,0
photo,coagulator,photocoagulator,1,11.2,-0.184809139,-0.21938332,0
pea,coat,peacoat,1,12.2,0.431433401,0.486172681,0
turn,coats,turncoats,1,12.2,0.04158178,-0.001319422,0
great,coats,greatcoats,1,9.81,-0.24436144,-0.178650708,0
turn,cock,turncock,1,12.2,0.04158178,-0.001319422,0
hay,cock,haycock,1,8.48,-0.364002837,-0.394879905,0
black,cock,blackcock,1,4.55,-0.378224335,-0.401384838,0
moor,cock,moorcock,1,11.2,-0.280552627,-0.301024893,0
ball,cock,ballcock,1,8.44,-0.35349475,-0.38751419,0
pea,cock,peacock,1,12.2,0.431433401,0.486172681,0
game,cock,gamecock,1,12.4,0.199469717,0.227640348,0
wood,cock,woodcock,1,7.73,-0.374533879,-0.396349544,0
shuttle,cock,shuttlecock,1,12.4,0.199469717,0.227640348,0
weather,cock,weathercock,1,11.2,-0.280552627,-0.301024893,0
pea,cocks,peacocks,1,12.2,0.431433401,0.486172681,0
wood,cocks,woodcocks,1,7.73,-0.374533879,-0.396349544,0
hay,cocks,haycocks,1,8.48,-0.364002837,-0.394879905,0
pet,cocks,petcocks,1,9.81,-0.24436144,-0.178650708,0
game,cocks,gamecocks,1,12.4,0.199469717,0.227640348,0
stop,cocks,stopcocks,1,5.74,-0.376672224,-0.397343159,0
ling,cod,lingcod,1,3.58,-0.378406209,-0.401474043,0
molly,coddle,mollycoddle,1,8.48,-0.364002837,-0.394879905,0
molly,coddler,mollycoddler,1,8.48,-0.364002837,-0.394879905,0
molly,coddles,mollycoddles,1,8.48,-0.364002837,-0.394879905,0
cox,comb,coxcomb,1,9.11,-0.312045105,-0.346181652,0
curry,comb,currycomb,1,8.48,-0.364002837,-0.394879905,0
cocks,comb,cockscomb,1,11.1,-0.172157409,-0.206704163,0
beach,comber,beachcomber,1,6.35,-0.377774064,-0.401183756,0
curry,combs,currycombs,1,8.48,-0.364002837,-0.394879905,0
cox,combs,coxcombs,1,9.11,-0.312045105,-0.346181652,0
broom,corn,broomcorn,1,5.82,-0.376589233,-0.401295634,0
barley,corn,barleycorn,1,8.48,-0.364002837,-0.394879905,0
ale,cost,alecost,1,12.4,0.199469717,0.227640348,0
carry,cot,carrycot,1,8.48,-0.364002837,-0.394879905,0
dove,cote,dovecote,1,12.4,0.199469717,0.227640348,0
sheep,cote,sheepcote,1,5.74,-0.376672224,-0.397343159,0
dove,cotes,dovecotes,1,12.4,0.199469717,0.227640348,0
carry,cots,carrycots,1,8.48,-0.364002837,-0.394879905,0
gun,cotton,guncotton,1,12.2,0.04158178,-0.001319422,0
nose,count,nosecount,1,12.4,0.199469717,0.227640348,0
wise,crack,wisecrack,1,12.4,0.199469717,0.227640348,0
safe,cracker,safecracker,1,12.4,0.199469717,0.227640348,0
wise,cracks,wisecracks,1,12.4,0.199469717,0.227640348,0
priest,craft,priestcraft,1,9.81,-0.24436144,-0.178650708,0
state,craft,statecraft,1,12.4,0.199469717,0.227640348,0
corn,crake,corncrake,1,12.2,0.04158178,-0.001319422,0
honey,creeper,honeycreeper,1,8.48,-0.364002837,-0.394879905,0
wood,creeper,woodcreeper,1,7.73,-0.374533879,-0.396349544,0
stone,cress,stonecress,1,12.4,0.199469717,0.227640348,0
penny,cress,pennycress,1,8.48,-0.364002837,-0.394879905,0
water,cress,watercress,1,11.2,-0.280552627,-0.301024893,0
bitter,cress,bittercress,1,11.2,-0.280552627,-0.301024893,0
corn,crib,corncrib,1,12.2,0.04158178,-0.001319422,0
stone,crop,stonecrop,1,12.4,0.199469717,0.227640348,0
share,cropper,sharecropper,2,12.4,0.199469717,0.227640348,0
share,croppers,sharecroppers,1,12.4,0.199469717,0.227640348,0
cock,crow,cockcrow,1,4.55,-0.378224335,-0.401384838,0
cock,crows,cockcrows,1,4.55,-0.378224335,-0.401384838,0
butter,crunch,buttercrunch,1,11.2,-0.280552627,-0.301024893,0
eye,cup,eyecup,1,12.4,0.199469717,0.227640348,0
butter,cup,buttercup,1,11.2,-0.280552627,-0.301024893,0
butter,cups,buttercups,1,11.2,-0.280552627,-0.301024893,0
sine,cures,sinecures,1,12.4,0.199469717,0.227640348,0
line,cut,linecut,1,12.4,0.199469717,0.227640348,0
lino,cut,linocut,1,11.2,-0.184809139,-0.21938332,0
upper,cut,uppercut,1,11.2,-0.280552627,-0.301024893,0
craw,dad,crawdad,1,7.88,-0.369095313,-0.396018034,0
gran,dad,grandad,1,13.3,1.991648607,3.420478362,0
craw,daddy,crawdaddy,1,7.88,-0.369095313,-0.396018034,0
craw,dads,crawdads,1,7.88,-0.369095313,-0.396018034,0
dilly,dallier,dillydallier,1,7.77,-0.37107827,-0.383062331,0
coffer,dam,cofferdam,1,11.6,-0.004845566,-0.023301942,0
mill,dam,milldam,1,11.9,0.457324861,0.291855351,0
choke,damp,chokedamp,2,13.3,1.291871101,1.625601178,0
black,damp,blackdamp,1,6.64,-0.377477415,-0.40043989,0
after,damp,afterdamp,1,11.6,-0.004845566,-0.023301942,0
fire,damp,firedamp,2,13.3,1.291871101,1.625601178,0
coffer,dams,cofferdams,1,11.6,-0.004845566,-0.023301942,0
god,daughter,goddaughter,1,10.1,-0.260293968,-0.291676642,0
god,daughters,goddaughters,1,10.1,-0.260293968,-0.291676642,0
quarter,deck,quarterdeck,1,11.6,-0.004845566,-0.023301942,0
quarter,decks,quarterdecks,1,11.6,-0.004845566,-0.023301942,0
kill,deer,killdeer,1,11.9,0.457324861,0.291855351,0
rein,deer,reindeer,1,13.3,1.991648607,3.420478362,0
kill,deers,killdeers,1,11.9,0.457324861,0.291855351,0
honey,dew,honeydew,1,7.77,-0.37107827,-0.383062331,0
shin,dig,shindig,1,13.3,1.991648607,3.420478362,0
shin,digs,shindigs,1,13.3,1.991648607,3.420478362,0
bur,dock,burdock,1,11.6,-0.004845566,-0.023301942,0
spatter,dock,spatterdock,1,11.6,-0.004845566,-0.023301942,0
under,dog,underdog,1,11.6,-0.004845566,-0.023301942,0
bull,dog,bulldog,1,11.9,0.457324861,0.291855351,0
coon,dog,coondog,1,13.3,1.991648607,3.420478362,0
hot,dog,hotdog,1,7.32,-0.376884117,-0.398926623,0
sun,dog,sundog,1,13.3,1.991648607,3.420478362,0
coy,dog,coydog,1,7.77,-0.37107827,-0.383062331,0
hot,dogs,hotdogs,1,7.32,-0.376884117,-0.398926623,0
ring,dove,ringdove,1,6.81,-0.376663396,-0.398398038,0
turtle,dove,turtledove,1,13.3,1.291871101,1.625601178,0
turtle,doves,turtledoves,1,13.3,1.291871101,1.625601178,0
crack,down,crackdown,1,6.64,-0.377477415,-0.40043989,0
spell,down,spelldown,1,11.9,0.457324861,0.291855351,0
show,down,showdown,1,7.88,-0.369095313,-0.396018034,0
eider,down,eiderdown,1,11.6,-0.004845566,-0.023301942,0
thistle,down,thistledown,1,13.3,1.291871101,1.625601178,0
sun,downer,sundowner,1,13.3,1.991648607,3.420478362,0
eider,downs,eiderdowns,1,11.6,-0.004845566,-0.023301942,0
crack,downs,crackdowns,1,6.64,-0.377477415,-0.40043989,0
spell,downs,spelldowns,1,11.9,0.457324861,0.291855351,0
rub,downs,rubdowns,1,6.5,-0.376264332,-0.400945344,0
run,downs,rundowns,1,13.3,1.991648607,3.420478362,0
touch,downs,touchdowns,1,7.84,-0.367085868,-0.311593835,0
bull,dozer,bulldozer,1,11.9,0.457324861,0.291855351,0
angle,dozer,angledozer,1,13.3,1.291871101,1.625601178,0
down,draft,downdraft,1,13.3,1.991648607,3.420478362,0
snap,dragon,snapdragon,1,5.81,-0.37727082,-0.387650115,0
pen,dragon,pendragon,1,13.3,1.991648607,3.420478362,0
snap,dragons,snapdragons,1,5.81,-0.37727082,-0.387650115,0
fire,drake,firedrake,2,13.3,1.291871101,1.625601178,0
man,drakes,mandrakes,1,13.3,1.991648607,3.420478362,0
with,drawer,withdrawer,1,7.84,-0.367085868,-0.311593835,0
spoon,drift,spoondrift,1,13.3,1.991648607,3.420478362,0
spin,drift,spindrift,1,13.3,1.991648607,3.420478362,0
man,drill,mandrill,1,13.3,1.991648607,3.420478362,0
over,drive,overdrive,1,11.6,-0.004845566,-0.023301942,0
air,drome,airdrome,1,11.6,-0.004845566,-0.023301942,0
back,drop,backdrop,1,6.64,-0.377477415,-0.40043989,0
gum,drop,gumdrop,1,5.65,-0.378127217,-0.401466599,0
air,drop,airdrop,1,11.6,-0.004845566,-0.023301942,0
eaves,dropper,eavesdropper,2,9.1,-0.369595025,-0.392915348,0
eaves,droppers,eavesdroppers,1,9.1,-0.369595025,-0.392915348,0
kettle,drum,kettledrum,1,13.3,1.291871101,1.625601178,0
kettle,drums,kettledrums,1,13.3,1.291871101,1.625601178,0
via,ducts,viaducts,1,12.1,0.438577699,0.565275422,0
wheat,ear,wheatear,1,13.3,1.497992765,1.617405485,0
hearts,ease,heartsease,1,12.9,1.551274823,1.584032976,0
feather,edge,featheredge,1,13.7,4.185110702,3.397029753,0
book,end,bookend,1,11.9,0.830786621,0.924836447,0
quint,essences,quintessences,1,13.3,1.497992765,1.617405485,0
wall,eye,walleye,1,12.9,1.497558386,1.605500882,0
buck,eye,buckeye,1,11.9,0.830786621,0.924836447,0
moon,eye,mooneye,1,12.8,1.411353578,1.776621414,0
buck,eyes,buckeyes,1,11.9,0.830786621,0.924836447,0
type,face,typeface,1,11.2,-0.157918254,-0.157177191,0
type,faces,typefaces,1,11.2,-0.157918254,-0.157177191,0
wind,fall,windfall,1,7.46,-0.372870525,-0.39754344,0
even,fall,evenfall,1,10.2,-0.320042269,-0.311331146,0
prat,fall,pratfall,1,8.08,-0.369222448,-0.390043059,0
short,falls,shortfalls,1,8.08,-0.369222448,-0.390043059,0
prat,falls,pratfalls,1,8.08,-0.369222448,-0.390043059,0
foot,falls,footfalls,1,8.08,-0.369222448,-0.390043059,0
wind,falls,windfalls,1,7.46,-0.372870525,-0.39754344,0
war,fare,warfare,1,9.61,-0.315479524,-0.310096484,0
way,faring,wayfaring,1,6.35,-0.370712756,-0.3893608,0
space,faring,spacefaring,1,11.2,-0.157918254,-0.157177191,0
break,fast,breakfast,1,6.73,-0.371279568,-0.347332835,0
head,fast,headfast,1,7.46,-0.372870525,-0.39754344,0
hold,fast,holdfast,1,7.46,-0.372870525,-0.39754344,0
break,fasts,breakfasts,1,6.73,-0.371279568,-0.347332835,0
god,father,godfather,1,7.46,-0.372870525,-0.39754344,0
foot,fault,footfault,1,8.08,-0.369222448,-0.390043059,0
gay,feather,gayfeather,1,6.35,-0.370712756,-0.3893608,0
club,feet,clubfeet,1,3.85,-0.378356767,-0.401473356,0
splay,feet,splayfeet,1,6.35,-0.370712756,-0.3893608,0
bed,fellow,bedfellow,1,7.46,-0.372870525,-0.39754344,0
bed,fellows,bedfellows,1,7.46,-0.372870525,-0.39754344,0
lip,fern,lipfern,1,6.47,-0.376682819,-0.399911535,0
slug,fest,slugfest,1,6.2,-0.377438568,-0.400675097,0
gab,fests,gabfests,1,3.85,-0.378356767,-0.401473356,0
bun,fight,bunfight,1,10.2,-0.320042269,-0.311331146,0
cling,film,clingfilm,1,6.2,-0.377438568,-0.400675097,0
thread,fin,threadfin,1,7.46,-0.372870525,-0.39754344,0
lobe,fin,lobefin,1,11.2,-0.157918254,-0.157177191,0
bow,fin,bowfin,1,6.22,-0.369999386,-0.397179981,0
blue,fin,bluefin,1,11.2,-0.157918254,-0.157177191,0
soup,fin,soupfin,1,6.47,-0.376682819,-0.399911535,0
gold,finch,goldfinch,1,7.46,-0.372870525,-0.39754344,0
haw,finch,hawfinch,1,6.22,-0.369999386,-0.397179981,0
bull,finch,bullfinch,1,10,-0.242459708,-0.230538675,0
bull,finches,bullfinches,1,10,-0.242459708,-0.230538675,0
lady,finger,ladyfinger,1,6.35,-0.370712756,-0.3893608,0
lady,fingers,ladyfingers,1,6.35,-0.370712756,-0.3893608,0
butter,fingers,butterfingers,1,9.61,-0.315479524,-0.310096484,0
bale,fire,balefire,1,11.2,-0.157918254,-0.157177191,0
shell,fire,shellfire,1,10,-0.242459708,-0.230538675,0
back,fires,backfires,1,6.73,-0.371279568,-0.347332835,0
spit,fires,spitfires,1,8.08,-0.369222448,-0.390043059,0
hog,fish,hogfish,1,6.2,-0.377438568,-0.400675097,0
bill,fish,billfish,1,10,-0.242459708,-0.230538675,0
sun,fish,sunfish,1,10.2,-0.320042269,-0.311331146,0
archer,fish,archerfish,1,9.61,-0.315479524,-0.310096484,0
lion,fish,lionfish,1,10.2,-0.320042269,-0.311331146,0
queen,fish,queenfish,1,10.2,-0.320042269,-0.311331146,0
snipe,fish,snipefish,1,11.2,-0.157918254,-0.157177191,0
tongue,fish,tonguefish,1,11.2,-0.157918254,-0.157177191,0
numb,fish,numbfish,1,3.85,-0.378356767,-0.401473356,0
may,fish,mayfish,1,6.35,-0.370712756,-0.3893608,0
surf,fish,surffish,1,11.3,-0.073940079,-0.056810146,0
cutlass,fish,cutlassfish,1,8.62,-0.3670894,-0.386580693,0
weak,fish,weakfish,1,6.73,-0.371279568,-0.347332835,0
head,fish,headfish,1,7.46,-0.372870525,-0.39754344,0
hag,fish,hagfish,1,6.2,-0.377438568,-0.400675097,0
flame,fish,flamefish,1,11.2,-0.157918254,-0.157177191,0
soldier,fish,soldierfish,1,9.61,-0.315479524,-0.310096484,0
soap,fish,soapfish,1,6.47,-0.376682819,-0.399911535,0
globe,fish,globefish,1,11.2,-0.157918254,-0.157177191,0
dog,fish,dogfish,1,6.2,-0.377438568,-0.400675097,0
ground,fish,groundfish,1,7.46,-0.372870525,-0.39754344,0
cramp,fish,crampfish,1,6.47,-0.376682819,-0.399911535,0
flag,fish,flagfish,1,6.2,-0.377438568,-0.400675097,0
lancet,fish,lancetfish,1,8.08,-0.369222448,-0.390043059,0
doctor,fish,doctorfish,1,9.61,-0.315479524,-0.310096484,0
pilot,fish,pilotfish,1,8.08,-0.369222448,-0.390043059,0
conch,fish,conchfish,1,6.6,-0.37596062,-0.395331309,0
stone,fish,stonefish,1,11.2,-0.157918254,-0.157177191,0
cling,fish,clingfish,1,6.2,-0.377438568,-0.400675097,0
guitar,fish,guitarfish,1,9.61,-0.315479524,-0.310096484,0
squirrel,fish,squirrelfish,1,10,-0.242459708,-0.230538675,0
lung,fish,lungfish,1,6.2,-0.377438568,-0.400675097,0
goose,fish,goosefish,1,11.2,-0.157918254,-0.157177191,0
pig,fish,pigfish,1,6.2,-0.377438568,-0.400675097,0
oar,fish,oarfish,1,9.61,-0.315479524,-0.310096484,0
pin,fish,pinfish,1,10.2,-0.320042269,-0.311331146,0
boar,fish,boarfish,1,9.61,-0.315479524,-0.310096484,0
burr,fish,burrfish,1,9.61,-0.315479524,-0.310096484,0
cuttle,fish,cuttlefish,1,11.2,-0.157918254,-0.157177191,0
tile,fish,tilefish,1,11.2,-0.157918254,-0.157177191,0
surgeon,fish,surgeonfish,1,10.2,-0.320042269,-0.311331146,0
file,fish,filefish,1,11.2,-0.157918254,-0.157177191,0
mosquito,fish,mosquitofish,1,13,0.876075046,1.291145169,0
monk,fish,monkfish,1,6.73,-0.371279568,-0.347332835,0
gar,fish,garfish,1,9.61,-0.315479524,-0.310096484,0
rabbit,fish,rabbitfish,1,8.08,-0.369222448,-0.390043059,0
buffalo,fish,buffalofish,1,13,0.876075046,1.291145169,0
mutton,fish,muttonfish,1,10.2,-0.320042269,-0.311331146,0
thread,fish,threadfish,1,7.46,-0.372870525,-0.39754344,0
wolf,fish,wolffish,1,11.3,-0.073940079,-0.056810146,0
wreck,fish,wreckfish,1,6.73,-0.371279568,-0.347332835,0
cigar,fish,cigarfish,1,9.61,-0.315479524,-0.310096484,0
butter,fish,butterfish,1,9.61,-0.315479524,-0.310096484,0
trumpet,fish,trumpetfish,1,8.08,-0.369222448,-0.390043059,0
trigger,fish,triggerfish,1,9.61,-0.315479524,-0.310096484,0
drum,fish,drumfish,1,7.59,-0.369667422,-0.388357566,0
cornet,fish,cornetfish,1,8.08,-0.369222448,-0.390043059,0
lizard,fish,lizardfish,1,7.46,-0.372870525,-0.39754344,0
convict,fish,convictfish,1,8.08,-0.369222448,-0.390043059,0
deal,fish,dealfish,1,10,-0.242459708,-0.230538675,0
pan,fish,panfish,1,10.2,-0.320042269,-0.311331146,0
king,fisher,kingfisher,1,6.2,-0.377438568,-0.400675097,0
dog,fishes,dogfishes,1,6.2,-0.377438568,-0.400675097,0
lung,fishes,lungfishes,1,6.2,-0.377438568,-0.400675097,0
out,fitter,outfitter,1,8.08,-0.369222448,-0.390043059,0
toad,flax,toadflax,1,7.46,-0.372870525,-0.39754344,0
butter,flies,butterflies,1,9.61,-0.315479524,-0.310096484,0
gad,flies,gadflies,1,7.46,-0.372870525,-0.39754344,0
damsel,flies,damselflies,1,10,-0.242459708,-0.230538675,0
blow,flies,blowflies,1,6.22,-0.369999386,-0.397179981,0
dragon,flies,dragonflies,1,10.2,-0.320042269,-0.311331146,0
saw,flies,sawflies,1,6.22,-0.369999386,-0.397179981,0
skin,flint,skinflint,1,10.2,-0.320042269,-0.311331146,0
skin,flints,skinflints,1,10.2,-0.320042269,-0.311331146,0
bob,float,bobfloat,1,3.85,-0.378356767,-0.401473356,0
candy,floss,candyfloss,1,6.35,-0.370712756,-0.3893608,0
flame,flower,flameflower,1,11.2,-0.157918254,-0.157177191,0
spoon,flower,spoonflower,1,10.2,-0.320042269,-0.311331146,0
cuckoo,flower,cuckooflower,1,13,0.876075046,1.291145169,0
bell,flower,bellflower,1,10,-0.242459708,-0.230538675,0
swan,flower,swanflower,1,10.2,-0.320042269,-0.311331146,0
lyre,flower,lyreflower,1,11.2,-0.157918254,-0.157177191,0
wall,flower,wallflower,1,10,-0.242459708,-0.230538675,0
shad,flower,shadflower,1,7.46,-0.372870525,-0.39754344,0
globe,flower,globeflower,1,11.2,-0.157918254,-0.157177191,0
cheese,flower,cheeseflower,1,11.2,-0.157918254,-0.157177191,0
helmet,flower,helmetflower,1,8.08,-0.369222448,-0.390043059,0
spider,flower,spiderflower,1,9.61,-0.315479524,-0.310096484,0
butter,flower,butterflower,1,9.61,-0.315479524,-0.310096484,0
moon,flower,moonflower,1,10.2,-0.320042269,-0.311331146,0
wind,flower,windflower,1,7.46,-0.372870525,-0.39754344,0
tongue,flower,tongueflower,1,11.2,-0.157918254,-0.157177191,0
